Reporting Area,Current MMWR Year,MMWR WEEK,Label,Current week,"Current week, flag",Previous 52 week Max,"Previous 52 weeks Max, flag",Cumulative YTD Current MMWR Year,"Cumulative YTD Current MMWR Year, flag",Cumulative YTD Previous MMWR Year,"Cumulative YTD Previous MMWR Year, flag",LOCATION1,LOCATION2,sort_order,geocode
Missouri,2025,1,Pertussis,13.0,,53,,13,,2,,Missouri,,20250105274,POINT (-92.17785 38.57751)
Nebraska,2025,1,Pertussis,16.0,,60,,16,,,-,Nebraska,,20250105275,POINT (-96.70731 40.81362)
North Dakota,2025,1,Pertussis,,-,12,,,-,1,,North Dakota,,20250105276,POINT (-100.7797 46.80536)
South Dakota,2025,1,Pertussis,,-,38,,,-,2,,South Dakota,,20250105277,POINT (-100.34987 44.36917)
South Atlantic,2025,1,Pertussis,12.0,,141,,12,,21,,,South Atlantic,20250105278,POINT (-100.34987 44.36917)
Delaware,2025,1,Pertussis,,-,6,,,-,,-,Delaware,,20250105279,POINT (-75.52474 39.15803)
District of Columbia,2025,1,Pertussis,,-,2,,,-,,-,District of Columbia,,20250105280,
Florida,2025,1,Pertussis,,-,41,,,-,2,,Florida,,20250105281,POINT (-84.28065 30.43977)
Georgia,2025,1,Pertussis,,-,16,,,-,4,,Georgia,,20250105282,POINT (-84.39111 33.74831)
Maryland,2025,1,Pertussis,2.0,,19,,2,,1,,Maryland,,20250105283,POINT (-76.49015 38.97678)
North Carolina,2025,1,Pertussis,,-,49,,,-,4,,North Carolina,,20250105284,POINT (-78.6427 35.78547)
South Carolina,2025,1,Pertussis,,-,17,,,-,5,,South Carolina,,20250105285,POINT (-81.04537 33.99882)
Virginia,2025,1,Pertussis,10.0,,33,,10,,4,,Virginia,,20250105286,POINT (-77.43367 37.54068)
West Virginia,2025,1,Pertussis,,-,3,,,-,1,,West Virginia,,20250105287,POINT (-81.63896 38.35016)
East South Central,2025,1,Pertussis,10.0,,83,,10,,2,,,East South Central,20250105288,
Alabama,2025,1,Pertussis,5.0,,45,,5,,1,,Alabama,,20250105289,POINT (-86.30006 32.38015)
Kentucky,2025,1,Pertussis,,-,28,,,-,,-,Kentucky,,20250105290,POINT (-84.8787 38.19507)
Mississippi,2025,1,Pertussis,1.0,,4,,1,,,-,Mississippi,,20250105291,POINT (-90.18045 32.29896)
Tennessee,2025,1,Pertussis,4.0,,21,,4,,1,,Tennessee,,20250105292,POINT (-86.77817 36.16784)
West South Central,2025,1,Pertussis,6.0,,133,,6,,3,,,West South Central,20250105293,
Arkansas,2025,1,Pertussis,5.0,,34,,5,,,-,Arkansas,,20250105294,POINT (-92.27486 34.7487)
Louisiana,2025,1,Pertussis,1.0,,11,,1,,,-,Louisiana,,20250105295,POINT (-91.18665 30.44335)
Oklahoma,2025,1,Pertussis,,-,61,,,-,,-,Oklahoma,,20250105296,POINT (-97.52107 35.47203)
Texas,2025,1,Pertussis,,-,73,,,-,3,,Texas,,20250105297,POINT (-97.743 30.26759)
Mountain,2025,1,Pertussis,22.0,,132,,22,,20,,,Mountain,20250105298,
Arizona,2025,1,Pertussis,12.0,,36,,12,,6,,Arizona,,20250105299,POINT (-112.07581 33.44825)
Colorado,2025,1,Pertussis,9.0,,35,,9,,,-,Colorado,,20250105300,POINT (-104.99203 39.74001)
Idaho,2025,1,Pertussis,,-,62,,,-,3,,Idaho,,20250105301,POINT (-116.19341 43.60764)
Montana,2025,1,Pertussis,,-,17,,,-,,-,Montana,,20250105302,POINT (-112.02066 46.58976)
Nevada,2025,1,Pertussis,,-,5,,,-,4,,Nevada,,20250105303,POINT (-119.76698 39.16505)
New Mexico,2025,1,Pertussis,,-,9,,,-,3,,New Mexico,,20250105304,POINT (-105.93825 35.69177)
Utah,2025,1,Pertussis,1.0,,15,,1,,4,,Utah,,20250105305,POINT (-111.88822 40.76031)
Wyoming,2025,1,Pertussis,,-,0,,,-,,-,Wyoming,,20250105306,POINT (-104.82155 41.13481)
Pacific,2025,1,Pertussis,30.0,,254,,30,,23,,,Pacific,20250105307,
Alaska,2025,1,Pertussis,7.0,,48,,7,,5,,Alaska,,20250105308,POINT (-134.4068 58.29973)
California,2025,1,Pertussis,2.0,,70,,2,,9,,California,,20250105309,POINT (-121.49086 38.57944)
Hawaii,2025,1,Pertussis,,-,7,,,-,1,,Hawaii,,20250105310,POINT (-157.85788 21.30493)
Oregon,2025,1,Pertussis,13.0,,50,,13,,1,,Oregon,,20250105311,POINT (-123.04382 44.93326)
Washington,2025,1,Pertussis,8.0,,143,,8,,7,,Washington,,20250105312,POINT (-122.89167 47.03956)
U.S. Territories,2025,1,Pertussis,,-,3,,,-,,-,,U.S. Territories,20250105313,
American Samoa,2025,1,Pertussis,,-,0,,,-,,-,American Samoa,,20250105314,
Commonwealth of Northern Mariana Islands,2025,1,Pertussis,,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20250105315,
Guam,2025,1,Pertussis,,-,1,,,-,,-,Guam,,20250105316,
Puerto Rico,2025,1,Pertussis,,-,3,,,-,,-,Puerto Rico,,20250105317,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,1,Pertussis,,-,0,,,-,,-,U.S. Virgin Islands,,20250105318,
Non-U.S. Residents,2025,1,Pertussis,,-,1,,,-,,-,,Non-U.S. Residents,20250105319,
Total,2025,1,Pertussis,133.0,,"1,631",,133,,187,,,Total,20250105320,
U.S. Residents,2025,2,"Measles, Imported",,-,8,,,-,,-,,U.S. Residents,20250204341,
New England,2025,2,"Measles, Imported",,-,0,,,-,,-,,New England,20250204342,
Connecticut,2025,2,"Measles, Imported",,-,0,,,-,,-,Connecticut,,20250204343,POINT (-72.67398 41.76381)
Maine,2025,2,"Measles, Imported",,-,0,,,-,,-,Maine,,20250204344,POINT (-69.77631 44.31804)
Massachusetts,2025,2,"Measles, Imported",,-,0,,,-,,-,Massachusetts,,20250204345,POINT (-71.05675 42.35866)
New Hampshire,2025,2,"Measles, Imported",,-,0,,,-,,-,New Hampshire,,20250204346,POINT (-71.53661 43.20725)
Rhode Island,2025,2,"Measles, Imported",,-,0,,,-,,-,Rhode Island,,20250204347,POINT (-71.41198 41.82388)
Vermont,2025,2,"Measles, Imported",,-,0,,,-,,-,Vermont,,20250204348,POINT (-72.57627 44.26029)
Middle Atlantic,2025,2,"Measles, Imported",,-,2,,,-,,-,,Middle Atlantic,20250204349,
New Jersey,2025,2,"Measles, Imported",,-,1,,,-,,-,New Jersey,,20250204350,POINT (-74.75948 40.21794)
New York,2025,2,"Measles, Imported",,-,1,,,-,,-,New York,,20250204351,POINT (-73.75522 42.65155)
New York City,2025,2,"Measles, Imported",,-,2,,,-,,-,New York City,,20250204352,POINT (-73.75522 42.65155)
Pennsylvania,2025,2,"Measles, Imported",,-,1,,,-,,-,Pennsylvania,,20250204353,POINT (-76.88224 40.25986)
East North Central,2025,2,"Measles, Imported",,-,1,,,-,,-,,East North Central,20250204354,
Illinois,2025,2,"Measles, Imported",,-,0,,,-,,-,Illinois,,20250204355,POINT (-89.64361 39.8013)
Indiana,2025,2,"Measles, Imported",,-,0,,,-,,-,Indiana,,20250204356,POINT (-86.15013 39.76691)
Michigan,2025,2,"Measles, Imported",,-,1,,,-,,-,Michigan,,20250204357,POINT (-84.55226 42.73194)
Ohio,2025,2,"Measles, Imported",,-,1,,,-,,-,Ohio,,20250204358,POINT (-83.00276 39.96199)
Wisconsin,2025,2,"Measles, Imported",,-,0,,,-,,-,Wisconsin,,20250204359,POINT (-89.38645 43.07313)
West North Central,2025,2,"Measles, Imported",,-,3,,,-,,-,,West North Central,20250204360,
Iowa,2025,2,"Measles, Imported",,-,0,,,-,,-,Iowa,,20250204361,POINT (-93.61539 41.58981)
Kansas,2025,2,"Measles, Imported",,-,0,,,-,,-,Kansas,,20250204362,POINT (-95.67119 39.04931)
Minnesota,2025,2,"Measles, Imported",,-,3,,,-,,-,Minnesota,,20250204363,POINT (-93.09649 44.94339)
Missouri,2025,2,"Measles, Imported",,-,0,,,-,,-,Missouri,,20250204364,POINT (-92.17785 38.57751)
Nebraska,2025,2,"Measles, Imported",,-,0,,,-,,-,Nebraska,,20250204365,POINT (-96.70731 40.81362)
North Dakota,2025,2,"Measles, Imported",,-,0,,,-,,-,North Dakota,,20250204366,POINT (-100.7797 46.80536)
South Dakota,2025,2,"Measles, Imported",,-,0,,,-,,-,South Dakota,,20250204367,POINT (-100.34987 44.36917)
South Atlantic,2025,2,"Measles, Imported",,-,2,,,-,,-,,South Atlantic,20250204368,POINT (-100.34987 44.36917)
Delaware,2025,2,"Measles, Imported",,-,0,,,-,,-,Delaware,,20250204369,POINT (-75.52474 39.15803)
District of Columbia,2025,2,"Measles, Imported",,-,1,,,-,,-,District of Columbia,,20250204370,
Florida,2025,2,"Measles, Imported",,-,1,,,-,,-,Florida,,20250204371,POINT (-84.28065 30.43977)
Georgia,2025,2,"Measles, Imported",,-,1,,,-,,-,Georgia,,20250204372,POINT (-84.39111 33.74831)
Maryland,2025,2,"Measles, Imported",,-,1,,,-,,-,Maryland,,20250204373,POINT (-76.49015 38.97678)
North Carolina,2025,2,"Measles, Imported",,-,1,,,-,,-,North Carolina,,20250204374,POINT (-78.6427 35.78547)
South Carolina,2025,2,"Measles, Imported",,-,0,,,-,,-,South Carolina,,20250204375,POINT (-81.04537 33.99882)
Virginia,2025,2,"Measles, Imported",,-,1,,,-,,-,Virginia,,20250204376,POINT (-77.43367 37.54068)
West Virginia,2025,2,"Measles, Imported",,-,1,,,-,,-,West Virginia,,20250204377,POINT (-81.63896 38.35016)
East South Central,2025,2,"Measles, Imported",,-,1,,,-,,-,,East South Central,20250204378,
Alabama,2025,2,"Measles, Imported",,-,0,,,-,,-,Alabama,,20250204379,POINT (-86.30006 32.38015)
Kentucky,2025,2,"Measles, Imported",,-,0,,,-,,-,Kentucky,,20250204380,POINT (-84.8787 38.19507)
Mississippi,2025,2,"Measles, Imported",,-,0,,,-,,-,Mississippi,,20250204381,POINT (-90.18045 32.29896)
Tennessee,2025,2,"Measles, Imported",,-,1,,,-,,-,Tennessee,,20250204382,POINT (-86.77817 36.16784)
West South Central,2025,2,"Measles, Imported",,-,1,,,-,,-,,West South Central,20250204383,
Arkansas,2025,2,"Measles, Imported",,-,0,,,-,,-,Arkansas,,20250204384,POINT (-92.27486 34.7487)
Louisiana,2025,2,"Measles, Imported",,-,1,,,-,,-,Louisiana,,20250204385,POINT (-91.18665 30.44335)
Oklahoma,2025,2,"Measles, Imported",,-,0,,,-,,-,Oklahoma,,20250204386,POINT (-97.52107 35.47203)
Texas,2025,2,"Measles, Imported",,-,0,,,-,,-,Texas,,20250204387,POINT (-97.743 30.26759)
Mountain,2025,2,"Measles, Imported",,-,2,,,-,,-,,Mountain,20250204388,
Arizona,2025,2,"Measles, Imported",,-,1,,,-,,-,Arizona,,20250204389,POINT (-112.07581 33.44825)
Colorado,2025,2,"Measles, Imported",,-,0,,,-,,-,Colorado,,20250204390,POINT (-104.99203 39.74001)
Idaho,2025,2,"Measles, Imported",,-,0,,,-,,-,Idaho,,20250204391,POINT (-116.19341 43.60764)
Montana,2025,2,"Measles, Imported",,-,0,,,-,,-,Montana,,20250204392,POINT (-112.02066 46.58976)
Nevada,2025,2,"Measles, Imported",,-,0,,,-,,-,Nevada,,20250204393,POINT (-119.76698 39.16505)
New Mexico,2025,2,"Measles, Imported",,-,2,,,-,,-,New Mexico,,20250204394,POINT (-105.93825 35.69177)
Utah,2025,2,"Measles, Imported",,-,0,,,-,,-,Utah,,20250204395,POINT (-111.88822 40.76031)
Wyoming,2025,2,"Measles, Imported",,-,0,,,-,,-,Wyoming,,20250204396,POINT (-104.82155 41.13481)
Pacific,2025,2,"Measles, Imported",,-,1,,,-,,-,,Pacific,20250204397,
Alaska,2025,2,"Measles, Imported",,-,0,,,-,,-,Alaska,,20250204398,POINT (-134.4068 58.29973)
California,2025,2,"Measles, Imported",,-,1,,,-,,-,California,,20250204399,POINT (-121.49086 38.57944)
Hawaii,2025,2,"Measles, Imported",,-,0,,,-,,-,Hawaii,,20250204400,POINT (-157.85788 21.30493)
Oregon,2025,2,"Measles, Imported",,-,1,,,-,,-,Oregon,,20250204401,POINT (-123.04382 44.93326)
Washington,2025,2,"Measles, Imported",,-,1,,,-,,-,Washington,,20250204402,POINT (-122.89167 47.03956)
U.S. Territories,2025,2,"Measles, Imported",,-,0,,,-,,-,,U.S. Territories,20250204403,
American Samoa,2025,2,"Measles, Imported",,-,0,,,-,,-,American Samoa,,20250204404,
Commonwealth of Northern Mariana Islands,2025,2,"Measles, Imported",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20250204405,
Guam,2025,2,"Measles, Imported",,-,0,,,-,,-,Guam,,20250204406,
Puerto Rico,2025,2,"Measles, Imported",,-,0,,,-,,-,Puerto Rico,,20250204407,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,2,"Measles, Imported",,-,0,,,-,,-,U.S. Virgin Islands,,20250204408,
Non-U.S. Residents,2025,2,"Measles, Imported",,-,0,,,-,,-,,Non-U.S. Residents,20250204409,
Total,2025,2,"Measles, Imported",,-,8,,,-,,-,,Total,20250204410,
U.S. Residents,2025,2,"Measles, Indigenous",,-,36,,,-,5,,,U.S. Residents,20250204411,
New England,2025,2,"Measles, Indigenous",,-,3,,,-,,-,,New England,20250204412,
Connecticut,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Connecticut,,20250204413,POINT (-72.67398 41.76381)
Maine,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Maine,,20250204414,POINT (-69.77631 44.31804)
Massachusetts,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Massachusetts,,20250204415,POINT (-71.05675 42.35866)
New Hampshire,2025,2,"Measles, Indigenous",,-,1,,,-,,-,New Hampshire,,20250204416,POINT (-71.53661 43.20725)
Rhode Island,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Rhode Island,,20250204417,POINT (-71.41198 41.82388)
Vermont,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Vermont,,20250204418,POINT (-72.57627 44.26029)
Middle Atlantic,2025,2,"Measles, Indigenous",,-,2,,,-,3,,,Middle Atlantic,20250204419,
New Jersey,2025,2,"Measles, Indigenous",,-,0,,,-,1,,New Jersey,,20250204420,POINT (-74.75948 40.21794)
New York,2025,2,"Measles, Indigenous",,-,0,,,-,,-,New York,,20250204421,POINT (-73.75522 42.65155)
New York City,2025,2,"Measles, Indigenous",,-,2,,,-,,-,New York City,,20250204422,POINT (-73.75522 42.65155)
Pennsylvania,2025,2,"Measles, Indigenous",,-,1,,,-,2,,Pennsylvania,,20250204423,POINT (-76.88224 40.25986)
East North Central,2025,2,"Measles, Indigenous",,-,36,,,-,,-,,East North Central,20250204424,
Illinois,2025,2,"Measles, Indigenous",,-,35,,,-,,-,Illinois,,20250204425,POINT (-89.64361 39.8013)
Indiana,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Indiana,,20250204426,POINT (-86.15013 39.76691)
Michigan,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Michigan,,20250204427,POINT (-84.55226 42.73194)
Ohio,2025,2,"Measles, Indigenous",,-,2,,,-,,-,Ohio,,20250204428,POINT (-83.00276 39.96199)
Wisconsin,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Wisconsin,,20250204429,POINT (-89.38645 43.07313)
West North Central,2025,2,"Measles, Indigenous",,-,11,,,-,1,,,West North Central,20250204430,
Iowa,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Iowa,,20250204431,POINT (-93.61539 41.58981)
Kansas,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Kansas,,20250204432,POINT (-95.67119 39.04931)
Minnesota,2025,2,"Measles, Indigenous",,-,11,,,-,,-,Minnesota,,20250204433,POINT (-93.09649 44.94339)
Missouri,2025,2,"Measles, Indigenous",,-,1,,,-,1,,Missouri,,20250204434,POINT (-92.17785 38.57751)
Nebraska,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Nebraska,,20250204435,POINT (-96.70731 40.81362)
North Dakota,2025,2,"Measles, Indigenous",,-,0,,,-,,-,North Dakota,,20250204436,POINT (-100.7797 46.80536)
South Dakota,2025,2,"Measles, Indigenous",,-,1,,,-,,-,South Dakota,,20250204437,POINT (-100.34987 44.36917)
South Atlantic,2025,2,"Measles, Indigenous",,-,5,,,-,1,,,South Atlantic,20250204438,POINT (-100.34987 44.36917)
Delaware,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Delaware,,20250204439,POINT (-75.52474 39.15803)
District of Columbia,2025,2,"Measles, Indigenous",,-,0,,,-,,-,District of Columbia,,20250204440,
Florida,2025,2,"Measles, Indigenous",,-,5,,,-,,-,Florida,,20250204441,POINT (-84.28065 30.43977)
Georgia,2025,2,"Measles, Indigenous",,-,1,,,-,1,,Georgia,,20250204442,POINT (-84.39111 33.74831)
Maryland,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Maryland,,20250204443,POINT (-76.49015 38.97678)
North Carolina,2025,2,"Measles, Indigenous",,-,0,,,-,,-,North Carolina,,20250204444,POINT (-78.6427 35.78547)
South Carolina,2025,2,"Measles, Indigenous",,-,1,,,-,,-,South Carolina,,20250204445,POINT (-81.04537 33.99882)
Virginia,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Virginia,,20250204446,POINT (-77.43367 37.54068)
West Virginia,2025,2,"Measles, Indigenous",,-,0,,,-,,-,West Virginia,,20250204447,POINT (-81.63896 38.35016)
East South Central,2025,2,"Measles, Indigenous",,-,1,,,-,,-,,East South Central,20250204448,
Alabama,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Alabama,,20250204449,POINT (-86.30006 32.38015)
Kentucky,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Kentucky,,20250204450,POINT (-84.8787 38.19507)
Mississippi,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Mississippi,,20250204451,POINT (-90.18045 32.29896)
Tennessee,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Tennessee,,20250204452,POINT (-86.77817 36.16784)
West South Central,2025,2,"Measles, Indigenous",,-,2,,,-,,-,,West South Central,20250204453,
Arkansas,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Arkansas,,20250204454,POINT (-92.27486 34.7487)
Louisiana,2025,2,"Measles, Indigenous",,-,2,,,-,,-,Louisiana,,20250204455,POINT (-91.18665 30.44335)
Oklahoma,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Oklahoma,,20250204456,POINT (-97.52107 35.47203)
Texas,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Texas,,20250204457,POINT (-97.743 30.26759)
Mountain,2025,2,"Measles, Indigenous",,-,2,,,-,,-,,Mountain,20250204458,
Arizona,2025,2,"Measles, Indigenous",,-,2,,,-,,-,Arizona,,20250204459,POINT (-112.07581 33.44825)
Colorado,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Colorado,,20250204460,POINT (-104.99203 39.74001)
Idaho,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Idaho,,20250204461,POINT (-116.19341 43.60764)
Montana,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Montana,,20250204462,POINT (-112.02066 46.58976)
Nevada,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Nevada,,20250204463,POINT (-119.76698 39.16505)
New Mexico,2025,2,"Measles, Indigenous",,-,0,,,-,,-,New Mexico,,20250204464,POINT (-105.93825 35.69177)
Utah,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Utah,,20250204465,POINT (-111.88822 40.76031)
Wyoming,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Wyoming,,20250204466,POINT (-104.82155 41.13481)
Pacific,2025,2,"Measles, Indigenous",,-,9,,,-,,-,,Pacific,20250204467,
Alaska,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Alaska,,20250204468,POINT (-134.4068 58.29973)
California,2025,2,"Measles, Indigenous",,-,1,,,-,,-,California,,20250204469,POINT (-121.49086 38.57944)
Hawaii,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Hawaii,,20250204470,POINT (-157.85788 21.30493)
Oregon,2025,2,"Measles, Indigenous",,-,9,,,-,,-,Oregon,,20250204471,POINT (-123.04382 44.93326)
Washington,2025,2,"Measles, Indigenous",,-,1,,,-,,-,Washington,,20250204472,POINT (-122.89167 47.03956)
U.S. Territories,2025,2,"Measles, Indigenous",,-,0,,,-,,-,,U.S. Territories,20250204473,
American Samoa,2025,2,"Measles, Indigenous",,-,0,,,-,,-,American Samoa,,20250204474,
Commonwealth of Northern Mariana Islands,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Commonwealth of Northern Mariana Islands,,20250204475,
Guam,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Guam,,20250204476,
Puerto Rico,2025,2,"Measles, Indigenous",,-,0,,,-,,-,Puerto Rico,,20250204477,POINT (-66.11692 18.46536)
U.S. Virgin Islands,2025,2,"Measles, Indigenous",,-,0,,,-,,-,U.S. Virgin Islands,,20250204478,
Non-U.S. Residents,2025,2,"Measles, Indigenous",,-,0,,,-,,-,,Non-U.S. Residents,20250204479,
Total,2025,2,"Measles, Indigenous",,-,36,,,-,5,,,Total,20250204480,
U.S. Residents,2025,2,"Meningococcal disease, All serogroups",2.0,,21,,10,,18,,,U.S. Residents,20250204551,
New England,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,,-,,New England,20250204552,
Connecticut,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,,-,Connecticut,,20250204553,POINT (-72.67398 41.76381)
Maine,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Maine,,20250204554,POINT (-69.77631 44.31804)
Massachusetts,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,,-,Massachusetts,,20250204555,POINT (-71.05675 42.35866)
New Hampshire,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,New Hampshire,,20250204556,POINT (-71.53661 43.20725)
Rhode Island,2025,2,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Rhode Island,,20250204557,POINT (-71.41198 41.82388)
Vermont,2025,2,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Vermont,,20250204558,POINT (-72.57627 44.26029)
Middle Atlantic,2025,2,"Meningococcal disease, All serogroups",,-,5,,1,,3,,,Middle Atlantic,20250204559,
New Jersey,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,1,,New Jersey,,20250204560,POINT (-74.75948 40.21794)
New York,2025,2,"Meningococcal disease, All serogroups",,-,3,,,-,1,,New York,,20250204561,POINT (-73.75522 42.65155)
New York City,2025,2,"Meningococcal disease, All serogroups",,-,3,,1,,1,,New York City,,20250204562,POINT (-73.75522 42.65155)
Pennsylvania,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,,-,Pennsylvania,,20250204563,POINT (-76.88224 40.25986)
East North Central,2025,2,"Meningococcal disease, All serogroups",,-,4,,3,,3,,,East North Central,20250204564,
Illinois,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,2,,Illinois,,20250204565,POINT (-89.64361 39.8013)
Indiana,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Indiana,,20250204566,POINT (-86.15013 39.76691)
Michigan,2025,2,"Meningococcal disease, All serogroups",,-,2,,2,,,-,Michigan,,20250204567,POINT (-84.55226 42.73194)
Ohio,2025,2,"Meningococcal disease, All serogroups",,-,2,,1,,1,,Ohio,,20250204568,POINT (-83.00276 39.96199)
Wisconsin,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Wisconsin,,20250204569,POINT (-89.38645 43.07313)
West North Central,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,1,,,West North Central,20250204570,
Iowa,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Iowa,,20250204571,POINT (-93.61539 41.58981)
Kansas,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Kansas,,20250204572,POINT (-95.67119 39.04931)
Minnesota,2025,2,"Meningococcal disease, All serogroups",,-,0,,,-,,-,Minnesota,,20250204573,POINT (-93.09649 44.94339)
Missouri,2025,2,"Meningococcal disease, All serogroups",,-,2,,,-,1,,Missouri,,20250204574,POINT (-92.17785 38.57751)
Nebraska,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Nebraska,,20250204575,POINT (-96.70731 40.81362)
North Dakota,2025,2,"Meningococcal disease, All serogroups",,-,0,,,-,,-,North Dakota,,20250204576,POINT (-100.7797 46.80536)
South Dakota,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,South Dakota,,20250204577,POINT (-100.34987 44.36917)
South Atlantic,2025,2,"Meningococcal disease, All serogroups",,-,7,,,-,2,,,South Atlantic,20250204578,POINT (-100.34987 44.36917)
Delaware,2025,2,"Meningococcal disease, All serogroups",,-,1,,,-,,-,Delaware,,20250204579,POINT (-75.52474 39.15803)
